danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
0.69,0.445,2,-8.805,1,0.038,0.25,0,0.131,0.832,97.518,2lEcSduKEXEK5KJ9hJzlCz
